news_title,Lables,new_label,new_label1,new_label2
 Vitamin C stops or slows novel coronavirus.,FALSE,FALSE,FALSE,FALSE
Somalia: WHO supports accelerated response efforts for contact tracing as cases surge,TRUE,TRUE,TRUE,TRUE
" A ship from China is anchored in Santa Marta, in Colombia.",FALSE,FALSE,FALSE,FALSE
WHO Statement on false allegations in Der Spiegel,TRUE,TRUE,TRUE,TRUE
 A positive COVID-19 patient recently met Narendra Modi.,FALSE,FALSE,FALSE,FALSE
 The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects.,FALSE,FALSE,FALSE,FALSE
" Outbreak of COVID-19 is a worldwide fake, fatality rate too low for an epidemic, WHO admitted causing SARS outbreak in 2003",Misleading,Misleading,Misleading,FALSE
 The French government has authorized euthanasia of old people suffering from COVID-19 with a new decree.,FALSE,FALSE,FALSE,FALSE
 A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.,FALSE,FALSE,FALSE,FALSE
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,FALSE,FALSE,FALSE
" 2 coronavirus Sars-Cov-2 cases in Bovalino (Reggio Calabria, Italy).",Fake,FALSE,FALSE,FALSE
 Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,Old policy,FALSE,FALSE,FALSE
Maintaining routine immunization services vital during the COVID-19 pandemic,TRUE,TRUE,TRUE,TRUE
 An image of a tweet that purportedly shows Senate Minority Leader Chuck Schumer criticized President Trumpâ€™s restrictions on foreign nationals traveling to the US from China.,FALSE,FALSE,FALSE,FALSE
" Close-up of a bat soup bowl eaten in Wuhan, or elsewhere in China.",Unproven,Unproven,Misleading,FALSE
 A photo shows people in China fainting on the street after they were infected with the coronavirus,FALSE,FALSE,FALSE,FALSE
 An armored vehicle was so full of corpses so that it slipped off a trailer.,FALSE,FALSE,FALSE,FALSE
Childcare available for people in crucial sectors,TRUE,TRUE,TRUE,TRUE
 Iranian clerics wearing masks after outbreak.,FALSE,FALSE,FALSE,FALSE
 A study is linked to coronavirus.,Misleading,Misleading,Misleading,FALSE
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,FALSE,FALSE,FALSE
 Remedy recipe,FALSE,FALSE,FALSE,FALSE
" The Chinese news website Tencent filters that there are more than 24,000 deaths from coronavirus.",FALSE,FALSE,FALSE,FALSE
Additional measures novel coronavirus COVID-19,TRUE,TRUE,TRUE,TRUE
"African regulatory agencies, ethics committees to expedite COVID-19 clinical trial reviews",TRUE,TRUE,TRUE,TRUE
 An aritcle of El Pais says ther is a case of coronavirus at the School of Architects of Madrid.,FALSE,FALSE,FALSE,FALSE
100 days of COVID-19 in the Philippines: How WHO supported the Philippine response,TRUE,TRUE,TRUE,TRUE
 Queensland issued travel warning for Wuhan and Chinese-populated areas in Australia.,FALSE,FALSE,FALSE,FALSE
" Bolivian education, Minister Victor Hugo CÃ¡rdenas, said",FALSE,FALSE,FALSE,FALSE
 Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.,FALSE,FALSE,FALSE,FALSE
 Some countries throw COVID-19 infected dead bodies into the seas.,FALSE,FALSE,FALSE,FALSE
Patient with novel coronavirus deceased,TRUE,TRUE,TRUE,TRUE
WHO Director-General\s opening remarks at the launch of the Access to COVID-19 Tools Accelerator,TRUE,TRUE,TRUE,TRUE
 Cristiano Ronaldo bought private island to escape coronavirus.,FALSE,FALSE,FALSE,FALSE
 Turkish raki is prevents COVID-19.,FALSE,FALSE,FALSE,FALSE
 Pope Francis and his 2 aides have infected with COVID-19.,FALSE,FALSE,FALSE,FALSE
"234 patients deceased, 292 new patients, a total of 19,580 confirmed cases",TRUE,TRUE,TRUE,TRUE
 A Bulgarian doctor claims that alcohol helps cure or prevent the new coronavirus.,FALSE,FALSE,FALSE,FALSE
 Every election year has a disease; coronavirus has a contagion factor of 2; coronavirus has a cure rate of 99.7% for those under 50 it infects.,FALSE,FALSE,FALSE,FALSE
 â€œThe Obama administration made a decision on testing that turned out to be very detrimental to what weâ€™re doingâ€ on the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Russia said CoV is man-made,Misleading,Misleading,Misleading,FALSE
 China orders citizens to abandon/kill their pets as they can transmit coronavirus.,Misleading,Misleading,Misleading,FALSE
 80 clients of a brothel were put on quarantine due to coronavirus.,FALSE,FALSE,FALSE,FALSE
WHO announces COVID-19 outbreak a pandemic,TRUE,TRUE,TRUE,TRUE
" President Donald Trump said, â€œPeople are dying who have never died before.â€",FALSE,FALSE,FALSE,FALSE
 â€œ59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.â€,FALSE,FALSE,FALSE,FALSE
 Trump claims that virus is under control and testing is available.,FALSE,FALSE,FALSE,FALSE
" France will pay rent, light and gas during quarantine for its citizens.",FALSE,FALSE,FALSE,FALSE
 Image of people participating in a â€˜Chariot pullingâ€™ festival in Kalabari district (Karnataka) despite the current lockdown in the country implemented to handle COVID-19 spread.,FALSE,FALSE,FALSE,FALSE
"86 patients deceased, 147 new patients, a total of 26,551 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Is Jackie Chan really quarantined because of Corona Virus?,FALSE,FALSE,FALSE,FALSE
 Brigitte Macron asked Didier Raoult treat her daughter with chloroquine.,FALSE,FALSE,FALSE,FALSE
" If you can hold your breath for more than 10 seconds, you are not infected by coronavirus.",FALSE,FALSE,FALSE,FALSE
 Post says the coronavirus is â€œsimply the common cold.â€,FALSE,FALSE,FALSE,FALSE
" A graphic with a purported quote from former Philippine presidential spokesperson Salvador Panelo has been shared in multiple Facebook posts. The graphic, which appears to have been published by Philippine news outlet Inquirer.net, claims that Panelo said the poor are to blame for being unable to protect themselves from the COVID-19 pandemic.",FALSE,FALSE,FALSE,FALSE
 Several posts say that coronavirus deaths are linked to 5G technology.,FALSE,FALSE,FALSE,FALSE
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,FALSE,FALSE,FALSE
" A post has been shared multiple times on Facebook, WhatsApp and Twitter by India-based users alongside a claim that the World Health Organization (WHO) has issued guidelines on COVID-19 lockdown.",FALSE,FALSE,FALSE,FALSE
 The WHO has issued an alert against buying holy colors from China,FALSE,FALSE,FALSE,FALSE
 The viral post claims that Aaj Tak news channel shows lockdown is withdrawn at few places while India Today news channel shows it is extended till May 4.,FALSE,FALSE,FALSE,FALSE
 Photo of a family which committed suicide due to hunger during the lockdown.,FALSE,FALSE,FALSE,FALSE
 The department of civil protection has communicated that since the 16h of march there is the possibilty that will be introduce the bio-containment BSL-4,FALSE,FALSE,FALSE,FALSE
 A Shaheen Bagh protest in India was claimed to have coronavirus.,FALSE,FALSE,FALSE,FALSE
 Chinese masks imported by brazilian Ministry of Health are infected with the new coronavirus.,FALSE,FALSE,FALSE,FALSE
 Pope Francis and two of his aides have infected with COVID-19.,FALSE,FALSE,FALSE,FALSE
 Obama family flown to private island to escape coronavirus pandemic.,FALSE,FALSE,FALSE,FALSE
" The Ethiopian Airlines flight from Italy this evening to Addis Ababa airport. Most of the passengers are infected with the virus, and there is no strength except in God.",FALSE,FALSE,FALSE,FALSE
 French Minister of Justice Nicole Belloubet threathened the famous anchor Jean-Pierre Pernaut after he criticized the government policy about the pandemic on air.,FALSE,FALSE,FALSE,FALSE
 An audio clip suggests that the WHO has advised a lockdown.,FALSE,FALSE,FALSE,FALSE
 Drinking warm water mixed with salt kills the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Drinking water every 10 minutes can send the virus into stomach and kill it.,FALSE,FALSE,FALSE,FALSE
 The vaccine against the new coronavirus was created before the disease appeared; three people who recently arrived from China in Sarajevo Canton are under medical supervision and have brought COVID-19 to Sarajevo.,FALSE,FALSE,FALSE,FALSE
 You have to wear a disposable mask with the blue side out if you are sick and the white side out if you are not.,FALSE,FALSE,FALSE,FALSE
 A health expert surmised that the SARS-Cov2 virus might not spread in Nigeria due to hot temperature.,Insufficient,Unproven,Misleading,FALSE
 Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees has tested positive for coronavirus.,FALSE,FALSE,FALSE,FALSE
Protecting our COVID-19 frontline health workers,TRUE,TRUE,TRUE,TRUE
 A video shows a family killed by the coronavirus amid Chinaâ€™s multi-city lockdown.,FALSE,FALSE,FALSE,FALSE
" In Nigeria, Ibrahim Magu, acting EFCC chairman, said corruption caused the coronavirus outbreak.",FALSE,FALSE,FALSE,FALSE
" Video of an elderly woman, struggling to breathe, lying over what seems to be a plastic bag. According to the post, she was inside a bag at a hospital morgue and was rescued by her relatives.",FALSE,FALSE,FALSE,FALSE
 Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,FALSE,FALSE,FALSE,FALSE
 Consuming Large Doses Of Vitamin C Can Stop The Spread Of coronavirus.,FALSE,FALSE,FALSE,FALSE
 MHA has declared Guwahati as â€˜Red Zone.â€™,FALSE,FALSE,FALSE,FALSE
" An article of El Pais says there is a possible case of coronavirus at the hospital Gregorio MaraÃ±Ã³n, in Spain.",FALSE,FALSE,FALSE,FALSE
 A canine coronavirus vaccine shows that â€œsomething is wrongâ€ in how we are talking about the novel coronavirus.,Mostly false,FALSE,FALSE,FALSE
Transfer models for harmful substances in animal feed online now,TRUE,TRUE,TRUE,TRUE
 A Japanese Nobel Price said that SARS-CoV-2 was human made.,FALSE,FALSE,FALSE,FALSE
 Says Nancy Pelosiâ€™s â€œdaughter is on the board of the Kennedy Center so thatâ€™s why it was so important to send them all that money.â€,FALSE,FALSE,FALSE,FALSE
 Image showing Indian Political party (DMK) workers demonstrating with Go Corona Back balloon.,FALSE,FALSE,FALSE,FALSE
 Claims of cannibalism in China. People are cutting a baby in order to eat it.,FALSE,FALSE,FALSE,FALSE
 The coronavirus is patented by Pirbright University.,Partially False,FALSE,FALSE,FALSE
 Health Canada has advised that keeping the throat moist by drinking water can prevent infection.,FALSE,FALSE,FALSE,FALSE
" Photos show Maju Coutinho (a well known Brazilian journalist) walking around in Leblon beach with her boyfriend, even though she is urging people to stay inside during the pandemic.",FALSE,FALSE,FALSE,FALSE
" That the China-centered coronvirus had infected 2.8 million people and killed 112,000.",FALSE,FALSE,FALSE,FALSE
Indonesia: advanced training for laboratories,TRUE,TRUE,TRUE,TRUE
 Scientists â€œare shocked to discover that weed kills coronavirus.â€,FALSE,FALSE,FALSE,FALSE
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,FALSE,FALSE,FALSE
 The novel coronavirus was made in a lab and is now spread as a way to force vaccinate people.,FALSE,FALSE,FALSE,FALSE
 Video of recent Ram Navami Celebrations in Akbarpur block (UP) despite the lockdown in the country to handle COVID-19 spread.,FALSE,FALSE,FALSE,FALSE
Patient with novel coronavirus deceased,TRUE,TRUE,TRUE,TRUE
" franceinfo hosted a chat with a scientist in order to answer questions about the coronavirus, including fake news",Explanatory,FALSE,FALSE,FALSE
 Facebook post claiming that French animal shelters â€œare overwhelmed by the abandonment of dogs and cats due to the coronavirusâ€.,FALSE,FALSE,FALSE,FALSE
 Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,FALSE,FALSE,FALSE,FALSE
 A post says that the USA arrested the man who â€œsoldâ€ the new coronavirus to China.,FALSE,FALSE,FALSE,FALSE
" This map shows the dates of the end of lockdown in France, region by region.",FALSE,FALSE,FALSE,FALSE
 â€œYouâ€™re more likely to die of influenza right nowâ€ than the 2019 coronavirus.,Half True,FALSE,FALSE,FALSE
 Post says starting in March if you travel outside of the United States you wonâ€™t be allowed back in the country â€œdue to high risk of the coronavirus.â€,FALSE,FALSE,FALSE,FALSE
 A video shared thousands of times on Facebook claims to show police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19.,FALSE,FALSE,FALSE,FALSE
 a runny nose and sputum secretion are not symptoms of novel coronavirus,FALSE,FALSE,FALSE,FALSE
 Oman is releasing pesticides in the air through helicopters to eliminate coronavirus.,FALSE,FALSE,FALSE,FALSE
 A video shows the Wuhan market.,FALSE,FALSE,FALSE,FALSE
 An audio clip circulating on Facebook claiming that Kenya has recorded 63 cases of COVID-19.,FALSE,FALSE,FALSE,FALSE
 The government â€” or specific states such as Michigan or Florida â€” has mandated that employers and schools close for two weeks.,FALSE,FALSE,FALSE,FALSE
"As cases of COVID-19 increase rapidly in Somalia, operational readiness also scaled up to early detect and respond to community transmission",TRUE,TRUE,TRUE,TRUE
Three new patients with COVID-19,TRUE,TRUE,TRUE,TRUE
 Video shows a woman eating a bat soup in Wuhan.,Unproven,Unproven,Misleading,FALSE
" While COVID-19 tests on sick people take from 10 to 20 days to show results, on dead people the results are given instantly.",FALSE,FALSE,FALSE,FALSE
 Is Jackie Chan really quarantined because of Corona Virus?,FALSE,FALSE,FALSE,FALSE
" â€œThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.â€",FALSE,FALSE,FALSE,FALSE
 Video shows Italians drinking chrism together against the outbreak.,FALSE,FALSE,FALSE,FALSE
" â€œThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.â€",FALSE,FALSE,FALSE,FALSE
 Ibuprofen worsen coronavirus infection.,FALSE,FALSE,FALSE,FALSE
" Coronavirus may have spread due to the consumption of bat soup, according to scientists.",FALSE,FALSE,FALSE,FALSE
Djibouti joins global action to prevent COVID-19 as first case is confirmed in the country,TRUE,TRUE,TRUE,TRUE
 No work in several regions of Spain due to coronavirus.,FALSE,FALSE,FALSE,FALSE
 Some of Madrid hospitals close because they are â€œtoo fullâ€ because of the coronavirus.,FALSE,FALSE,FALSE,FALSE
 Coronavirus outbreak linked to eating bats.,Unproven,Unproven,Misleading,FALSE
Increasing access to life-saving treatment for COVID-19 patients in South Sudan,TRUE,TRUE,TRUE,TRUE
 Army trucks are deployed in Paris and in other large French cities because of the coronavirus epidemic.,FALSE,FALSE,FALSE,FALSE
 Eating bananas prevents coronavirus.,FALSE,FALSE,FALSE,FALSE
" A video viewed tens of thousands of times on Facebook and YouTube purports to show billionaire businessman Jack Ma praising Chinaâ€™s response to the outbreak of the novel coronavirus, COVID-19.",FALSE,FALSE,FALSE,FALSE
 Drink water every 15 minutes to avoid cononavirus.,FALSE,FALSE,FALSE,FALSE
" People in Kerala, India violate lock down and flock markets to buy vegetables for Vishu celebrations.",FALSE,FALSE,FALSE,FALSE
Transition to a â€˜new normalâ€™ during the COVID-19 pandemic must be guided by public health principles,TRUE,TRUE,TRUE,TRUE
 COVID-19 can be read on a tank car image taken in 2019.,FALSE,FALSE,FALSE,FALSE
" A video shows the Russian leader Vladimir Putin, giving a speech with captions that make him believe he is rebuking world leaders.",FALSE,FALSE,FALSE,FALSE
A decrease in the number of tuberculosis patients in the Netherlands,TRUE,TRUE,TRUE,TRUE
 The Peruvian Social Security is offering monetary help to some people included in a list to endure the quarantine.,FALSE,FALSE,FALSE,FALSE
 Helicopters Are Spraying Disinfectants To Try To Eradicate coronavirus.,FALSE,FALSE,FALSE,FALSE
 First policeman infected with coronavirus in Ecuador.,FALSE,FALSE,FALSE,FALSE
 Evidence shows the WHO director-general overstated COVID-19 fatality rate,Misleading,Misleading,Misleading,FALSE
 A positive COVID-19 patient recently met Narendra Modi.,FALSE,FALSE,FALSE,FALSE
 The new coronavirus outbreak is linked to eating bats.,Unproven,Unproven,Misleading,FALSE
 An image has been shared thousands of times in multiple posts on Facebook alongside a claim it shows the bodies of an Indian family who committed suicide after running out of food during the nationwide COVID-19 lockdown.,FALSE,FALSE,FALSE,FALSE
 The government â€” or specific states such as Michigan or Florida â€” has mandated that employers and schools close for two weeks.,FALSE,FALSE,FALSE,FALSE
 Doctors Recommend Carbon Filter Face Masks To Prevent coronavirus Spread.,FALSE,FALSE,FALSE,FALSE
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,FALSE,FALSE,FALSE
 Joe Biden tested positive for coronavirus.,FALSE,FALSE,FALSE,FALSE
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,FALSE,FALSE,FALSE
 â€œThe coronavirus was engineered by scientists in a lab.â€,FALSE,FALSE,FALSE,FALSE
Eight new patients - Maasstad Hospital puts stop on admissions to intensive care unit,TRUE,TRUE,TRUE,TRUE
" Coronavirus lives on the hands for 10 minutes, so putting a sanitizer in the pocket meets the purpose of prevention",Misleading,Misleading,Misleading,FALSE
" A video of a man, standing at a fresh food distribution center in Contagem, Brazil, claiming there was a shortage of food in Minas Gerais caused by lockdown measures. He claims the video was shot on March 31. The video was tweeted by Jair Bolsonaro, who later deleted it.",FALSE,FALSE,FALSE,FALSE
 Radio host Rush Limbaugh compares novel coronavirus to â€˜common coldâ€™.,Misleading,Misleading,Misleading,FALSE
" Women of Shaheen Bagh, in Delhi, India caught red-handed carrying out a prostitution operation during the lockdown",FALSE,FALSE,FALSE,FALSE
" Confidential studies from Universities of New York, USA, states that some patients infected with COVID-19 were healed with eucalyptus.",FALSE,FALSE,FALSE,FALSE
 Coronavirus discovered In broiler chicken.,FALSE,FALSE,FALSE,FALSE
 There is censorship against the use of chloroquine as a treatment.,FALSE,FALSE,FALSE,FALSE
The fight to contain COVID-19 in Iraq,TRUE,TRUE,TRUE,TRUE
 Corona virus can be transmitted through imported goods,FALSE,FALSE,FALSE,FALSE
" A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mallâ€™s medical clinics.",FALSE,FALSE,FALSE,FALSE
 Irene Montero is caughing on someone during the 8M women protest.,FALSE,FALSE,FALSE,FALSE
"148 patients deceased, 237 new patients, a total of 21,762 confirmed cases",TRUE,TRUE,TRUE,TRUE
 There are no COVID-19 deaths in Israel as they found a cure for COVID-19 â€“ a mixture of lemon and baking soda.,FALSE,FALSE,FALSE,FALSE
" Teresa RodrÃ­guez, Andalusian left-party leader, wants to â€œtake savings from citizensâ€ to create a public bank.",FALSE,FALSE,FALSE,FALSE
" A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",FALSE,FALSE,FALSE,FALSE
WHO/Europe COVID-19 mission arrives in Tajikistan,TRUE,TRUE,TRUE,TRUE
New FAQs address healthcare workers questions on breastfeeding and COVID-19,TRUE,TRUE,TRUE,TRUE
 Local news channel in Ecuador confirms more people are infected with coronavirus.,FALSE,FALSE,FALSE,FALSE
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,FALSE,FALSE,FALSE
 French President Macron and its spouse are jetskiing during the lockdown.,FALSE,FALSE,FALSE,FALSE
 President Trumpâ€™s use of data for deaths from swine flu and seasonal flu.,Misleading,Misleading,Misleading,FALSE
 A Chinese market caused the new coronavirus (video).,Misleading,Misleading,Misleading,FALSE
"Eight new patients, Maasstad Hospital closes ICU department",TRUE,TRUE,TRUE,TRUE
" The peak of the virus will be in two weeks. Normally, during those two weeks all the infections will occur, then there will be two weeks of calm and then two weeks where it goes down.",partially false,FALSE,FALSE,FALSE
 There is no space in the hospitals in Italy because people are crowding outside.,FALSE,FALSE,FALSE,FALSE
"WHO condoles death of staff in Myanmar, condemns targeting of health workers involved in COVID19 response",TRUE,TRUE,TRUE,TRUE
PAHO Director calls for protection of health workers in face of the advancing COVID19 pandemic in the region of the Americas,TRUE,TRUE,TRUE,TRUE
 UNICEF Advises a certain set of steps to follow for Coronavirus,FALSE,FALSE,FALSE,FALSE
 The Simpsons predicted the coronavirus pandemic years ago.,FALSE,FALSE,FALSE,FALSE
 WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China.,FALSE,FALSE,FALSE,FALSE
 The Obama administration â€œdidnâ€™t do anything aboutâ€ swine flu.,FALSE,FALSE,FALSE,FALSE
" Post says â€œthe blood test for coronavirus costs $3,200.â€",Mostly false,FALSE,FALSE,FALSE
 Turkish raki is prevents COVID-19.,FALSE,FALSE,FALSE,FALSE
 Russia said COVID-19 is man-made.,Misleading,Misleading,Misleading,FALSE
 People who got a flu shot are at a greater risk from COVID-19.,Misleading,Misleading,Misleading,FALSE
 A U.S. railway car has carried the word â€œCOVID-19â€,FALSE,FALSE,FALSE,FALSE
 Aspirating boiling water vapor for five minutes desactivates the coronavirus.,FALSE,FALSE,FALSE,FALSE
 The claim that the book The Eyes of Darkness predict the spread of coronavirus in 1981.,FALSE,FALSE,FALSE,FALSE
 The Obama administration â€œdidnâ€™t do anything aboutâ€ swine flu.,FALSE,FALSE,FALSE,FALSE
Patient with COVID-19 in Delft,TRUE,TRUE,TRUE,TRUE
COVID-19 confirmed in second person in the Netherland,TRUE,TRUE,TRUE,TRUE
"86 patients deceased, 89 new patients, a total of 41,087 confirmed cases",TRUE,TRUE,TRUE,TRUE
 Russia announces the closure of airspace and suspension of all its incoming and outgoing flights to China.,Misleading,Misleading,Misleading,FALSE
 This video shows an African man being violently beaten in China during the COVID-19 pandemic.,FALSE,FALSE,FALSE,FALSE
Reconfiguring health systems vital to tackling COVID-19,TRUE,TRUE,TRUE,TRUE
"98 patients deceased, 85 new patients, a total of 39,791 confirmed cases",TRUE,TRUE,TRUE,TRUE
 The UNHCR said â€˜migrants and illegalsâ€™ in Malaysia were resisting COVID-19 testing.,FALSE,FALSE,FALSE,FALSE
 Chennai municipal corporation has asked all vegetable and fruit markets to shut down.,FALSE,FALSE,FALSE,FALSE
Standard time more beneficial for public health than summer time,TRUE,TRUE,TRUE,TRUE
 Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.,FALSE,FALSE,FALSE,FALSE
 Common Cold Is The Only Type Of coronavirus.,Misleading,Misleading,Misleading,FALSE
 Coronavirus can be transmitted through imported goods,FALSE,FALSE,FALSE,FALSE
 Spaniards are violating quarantine rules.,FALSE,FALSE,FALSE,FALSE
 Drinking alcohol helps against the new coronavirus,FALSE,FALSE,FALSE,FALSE
 Warning,FALSE,FALSE,FALSE,FALSE
 â€œThereâ€™s magically already a vaccine available.â€,FALSE,FALSE,FALSE,FALSE
WHO Director-General\s opening remarks at the media briefing on COVID-19 - 4 May 2020,TRUE,TRUE,TRUE,TRUE
"PAHO Director asks countries to address health, social and economic emergencies together, as COVID-19 expands in the Americas",TRUE,TRUE,TRUE,TRUE
 A video of a man committing suicide by jumping from a hotel in Italy as his entire family died due to coronavirus.,FALSE,FALSE,FALSE,FALSE
" A television news report about a US biotech company has been viewed thousands of times on Facebook alongside a claim that the company successfully created a vaccine for the novel coronavirus, COVID-19, within â€œthree hoursâ€.",misleading,Misleading,Misleading,FALSE
 The bill for a coronavirus test in the US is 3.000$,FALSE,FALSE,FALSE,FALSE
 Ghanaâ€™s electoral commission has postponed the 2020 elections to 2023 due to coronavirus.,FALSE,FALSE,FALSE,FALSE
" After revision, SÃ£o Paulo state registers only 26 deaths by COVID-19.",FALSE,FALSE,FALSE,FALSE
 Lemon and bicarbonate kill the virus.,FALSE,FALSE,FALSE,FALSE
Cross-border commuters working in crucial sectors can get vignette to pass Belgian border with priority,TRUE,TRUE,TRUE,TRUE
 Image claims that death bodies from Italy kept in a room.,FALSE,FALSE,FALSE,FALSE
 Smokers are less likely to get COVID-19.,FALSE,FALSE,FALSE,FALSE
Stricter measures to control coronavirus,TRUE,TRUE,TRUE,TRUE
 The outbreak in Taiwan is out of control. President Tsai ordered to burn a corpse in front of the presidential office.,FALSE,FALSE,FALSE,FALSE
Grapperhaus and Bruls reflect on compliance with coronavirus measures,TRUE,TRUE,TRUE,TRUE
"112 patients deceased, 1.172 new patients, a total of 8.603  confirmed cases",TRUE,TRUE,TRUE,TRUE
" All pubs in Ireland are to remain shut until 1st September at the earliest, according to a letter from the Chief Medical Officer.",FALSE,FALSE,FALSE,FALSE
 Chinese converting to Islam after realizing that no Muslim was affected by COVD19 in the country.,FALSE,FALSE,FALSE,FALSE
 Messages linking scientist Bing Liuâ€™s death to â€œvery significant findingsâ€ about the coronavirus he was supposedly about to make at the University of Pittsburgh.,Misleading,Misleading,Misleading,FALSE
"63 patients deceased, 811 new patients, a total of 5560 confirmed cases",TRUE,TRUE,TRUE,TRUE
Every country needs to take boldest actions to stop COVID-19 (March 17),TRUE,TRUE,TRUE,TRUE
Iraq produces COVID-19 laboratory supplies to more rapidly test cases,TRUE,TRUE,TRUE,TRUE
Bijleveld: Defence preparing to help in the fight against corona,TRUE,TRUE,TRUE,TRUE
 â€œCoronavirus in China,FALSE,FALSE,FALSE,FALSE
 A Chinese woman from Wuhan arrived in France with suspected symptoms of coronavirus.,Misleading,Misleading,Misleading,FALSE
" First case of coronavirus in San Vicente del Raspeig (Alicante, Spain).",FALSE,FALSE,FALSE,FALSE
" The internet portal Oiga Noticias accused in a headline the Mayor of BogotÃ¡, Claudia LÃ³pez, of making fun of small and medium-sized companies.",FALSE,FALSE,FALSE,FALSE
" The white side of a surgical mask should be worn on the outside, with the colored side on the inside.",Misleading,Misleading,Misleading,FALSE
 â€œ[The coronavirus is] â€œnewâ€ yet it was lab-created and patented in 2015â€.,FALSE,FALSE,FALSE,FALSE
 UNICEF releases coronavirus prevention guidelines.,FALSE,FALSE,FALSE,FALSE
 First infected in Almaty (Kazakhstan).,Fake,FALSE,FALSE,FALSE
 â€œThe Simpsonsâ€ predicted the new coronavirus outbreak.,FALSE,FALSE,FALSE,FALSE
 A study published by two Chinese research institutions suggested that human semen can cure COVID-19.,FALSE,FALSE,FALSE,FALSE
" Be extremely careful about the coming cold snap. If you get a fever and need to go to the hospital, you may need to be quarantined for 14 days; or even worse, you may contract COVID-19 by cross-transmission or be misdiagnosed.",Explanatory,FALSE,FALSE,FALSE
 Photo of a family which committed suicide due to hunger during the lockdown.,FALSE,FALSE,FALSE,FALSE
 The coronavirus was created in a lab and patented.,FALSE,FALSE,FALSE,FALSE
 Video of a road traffic control in China to detect people infected with coronavirus.,Partially false,FALSE,FALSE,FALSE
 Scientists â€œare shocked to discover that weed kills coronavirusâ€.,Pants on Fire!,FALSE,FALSE,FALSE
" Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.",FALSE,FALSE,FALSE,FALSE
 Israel creates a vaccine for the coronavirus.,FALSE,FALSE,FALSE,FALSE
" There are 30 cases of COVID-19 in Barranquilla, but the government is hiding them.",FALSE,FALSE,FALSE,FALSE
 The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,FALSE,FALSE,FALSE,FALSE
 The name coronavirus on disinfecting spray can reaffirms that the virus was known before the outbreak and might be planned.,FALSE,FALSE,FALSE,FALSE
 COVID-19 is just a big flu.,FALSE,FALSE,FALSE,FALSE
 There is a link between the coronavirus 2019-nCoV and irregular migration.,Unproven,Unproven,Misleading,FALSE
 Chinese are converting to Islam after realizing that no Muslim was affected by COVID-19 in the country.,FALSE,FALSE,FALSE,FALSE
 Indian cricketer Sachin Tendulkar asked for meat shops to be banned in lieu of COVID-19.,FALSE,FALSE,FALSE,FALSE
" Coronavirus test costs US$ 3,000 in US.",FALSE,FALSE,FALSE,FALSE
"144 patients deceased, 156 new patients, a total of 30,449 confirmed cases",TRUE,TRUE,TRUE,TRUE
" The coronavirus outbreak is not actually caused by a virus, but by 5G technology.",FALSE,FALSE,FALSE,FALSE
" Says Donald Trump tweeted, â€œCorona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",FALSE,FALSE,FALSE,FALSE
 There is a Russian medicine that could be use against Sars-Cov-2.,FALSE,FALSE,FALSE,FALSE
 Indian Prime Minister Narendra Modi,FALSE,FALSE,FALSE,FALSE
